loan_id,borrower_id,borrower_name,borrower_contact,borrower_email,borrower_id_number,amount,principal_amount,rate,interest_rate,term_months,origination_date,status,current_status,payment_history_json,risk_score,region
ABF000439,BRW000439,Distribuidora González,Ramón González Martín,ramón.gonzález@distribuidoragonzález.mx,ZXMV461731KG8,23054.49,23054.49,0.3093,30.93,12,2024-11-16,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12238.23}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7382.75}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14695.31}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5037.51}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11474.45}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9766.17}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6615.25}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8436.71}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11316.33}, {""month"": 10, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 11, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 12, ""status"": ""late"", ""days_late"": 34, ""amount_paid"": 9293.56}]",554,Querétaro
ABF000440,BRW000440,Distribuidora Vázquez,Diego Vázquez Moreno,diego.vázquez@distribuidoravázquez.mx,TQSL172618UMG,59264.92,59264.92,0.3821,38.21,12,2023-06-12,defaulted,defaulted,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7377.35}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5700.9}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8003.79}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10751.05}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14767.32}, {""month"": 6, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 7, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 8, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 9, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 10, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 11, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 12, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}]",502,Mérida
ABF000441,BRW000441,Distribuidora Martínez,Patricia Martínez Martínez,patricia.martínez@distribuidoramartínez.mx,VZQI446770CV0,186370.76,186370.76,0.3275,32.75,36,2023-06-18,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7228.0}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11763.49}, {""month"": 3, ""status"": ""late"", ""days_late"": 3, ""amount_paid"": 11133.83}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12628.99}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14280.96}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11407.07}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9709.0}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14610.09}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12209.95}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5094.84}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11990.02}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9778.82}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13789.81}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11945.23}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13332.89}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7616.99}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5330.53}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10995.95}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12604.75}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7684.3}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14745.42}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11787.7}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7417.27}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6136.49}, {""month"": 25, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13195.92}, {""month"": 26, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14114.43}, {""month"": 27, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14600.02}, {""month"": 28, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10715.78}, {""month"": 29, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13788.02}, {""month"": 30, ""status"": ""late"", ""days_late"": 63, ""amount_paid"": 7658.95}, {""month"": 31, ""status"": ""late"", ""days_late"": 43, ""amount_paid"": 14788.91}, {""month"": 32, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}]",614,Monterrey
ABF000442,BRW000442,Comercial Sánchez,Pilar Sánchez Pérez,pilar.sánchez@comercialsánchez.mx,XGYG368212BU5,28391.29,28391.29,0.3548,35.48,24,2023-06-20,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9026.84}, {""month"": 2, ""status"": ""late"", ""days_late"": 12, ""amount_paid"": 7027.92}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5158.99}, {""month"": 4, ""status"": ""late"", ""days_late"": 11, ""amount_paid"": 5556.02}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9532.83}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13407.11}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6456.49}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7494.2}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8248.86}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14383.4}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7841.4}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6249.41}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10986.91}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12499.25}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9428.75}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13630.81}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7246.34}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14559.58}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9002.46}, {""month"": 20, ""status"": ""late"", ""days_late"": 6, ""amount_paid"": 13536.72}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11718.69}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12911.85}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6745.17}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11939.13}]",685,Mérida
ABF000443,BRW000443,Importadora Blanco,Luis Blanco García,luis.blanco@importadorablanco.mx,SFRP270743HRC,43095.27,43095.27,0.327,32.7,18,2023-09-17,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8997.61}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13214.99}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13188.54}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5897.74}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8242.66}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5541.39}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14663.58}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11982.64}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6523.13}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11870.77}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8408.89}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5786.96}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8713.36}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5876.01}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10106.92}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14413.8}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5753.68}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7494.66}]",850,Guadalajara
ABF000444,BRW000444,Exportadora Rodríguez,Marta Rodríguez Gómez,marta.rodríguez@exportadorarodríguez.mx,RKGN457708CFL,65791.33,65791.33,0.3435,34.35,36,2024-02-06,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7776.67}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13398.96}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12449.81}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13520.74}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13726.08}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13917.77}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7374.47}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13740.01}, {""month"": 9, ""status"": ""late"", ""days_late"": 7, ""amount_paid"": 14395.48}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7891.62}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11071.13}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10009.75}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11521.31}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9605.79}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6898.47}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14643.52}, {""month"": 17, ""status"": ""late"", ""days_late"": 15, ""amount_paid"": 10051.86}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10928.61}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5786.47}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12543.1}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13495.79}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10998.96}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10134.44}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5981.63}]",752,León
ABF000445,BRW000445,Exportadora Gómez,Carmen Gómez Hernández,carmen.gómez@exportadoragómez.mx,GALN7405783AF,52457.49,52457.49,0.28,28,18,2024-10-04,current,current,"[{""month"": 1, ""status"": ""late"", ""days_late"": 8, ""amount_paid"": 14492.46}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6565.93}, {""month"": 3, ""status"": ""late"", ""days_late"": 11, ""amount_paid"": 14835.16}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11687.65}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9474.29}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9581.01}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7827.18}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7232.76}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12810.69}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7219.45}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11036.6}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10204.29}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11288.11}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6032.4}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14769.42}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7044.2}]",718,León
ABF000446,BRW000446,Exportadora Domínguez,Diego Domínguez Muñoz,diego.domínguez@exportadoradomínguez.mx,UAFJ645143JO0,89649.78,89649.78,0.3164,31.64,18,2024-11-15,paid_off,paid_off,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7489.44}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12504.94}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10037.81}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14161.05}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11558.21}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7095.09}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14319.98}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5162.58}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5323.72}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8494.9}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13348.94}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8461.01}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8312.76}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12910.07}]",711,Guadalajara
ABF000447,BRW000447,Exportadora Gómez,Rafael Gómez Díaz,rafael.gómez@exportadoragómez.mx,DQSJ571343E04,54042.35,54042.35,0.4356,43.56,18,2023-05-28,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14967.88}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14925.52}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12443.76}, {""month"": 4, ""status"": ""late"", ""days_late"": 10, ""amount_paid"": 10861.49}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7087.81}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9014.62}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10204.28}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8098.56}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7145.55}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12935.54}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10261.52}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5594.39}, {""month"": 13, ""status"": ""late"", ""days_late"": 2, ""amount_paid"": 7910.5}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11150.88}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7260.25}, {""month"": 16, ""status"": ""late"", ""days_late"": 12, ""amount_paid"": 14736.58}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9376.83}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14617.74}]",705,Ciudad de México
ABF000448,BRW000448,Distribuidora Martín,Fernando Martín Martín,fernando.martín@distribuidoramartín.mx,AEZS15810882D,29844.74,29844.74,0.3115,31.15,18,2023-05-13,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6020.85}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11592.95}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12365.79}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6022.89}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11290.33}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10068.41}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8368.14}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9313.56}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13010.38}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7175.1}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10272.04}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7754.11}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5336.45}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12996.57}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8263.85}, {""month"": 16, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 17, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 18, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}]",641,Puebla
ABF000449,BRW000449,Exportadora Moreno,Dolores Moreno Jiménez,dolores.moreno@exportadoramoreno.mx,PULG289265XI0,19926.98,19926.98,0.2904,29.04,36,2023-03-17,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7485.36}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5064.01}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7636.94}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12879.56}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10678.61}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13308.19}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13042.37}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12336.38}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8783.65}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10992.47}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12262.81}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10522.12}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7894.66}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7204.44}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5932.36}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10156.69}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13578.65}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11334.88}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14487.77}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5859.24}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6565.72}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9449.34}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5022.26}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5385.52}, {""month"": 25, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5013.64}, {""month"": 26, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12923.85}, {""month"": 27, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14027.35}, {""month"": 28, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7959.12}, {""month"": 29, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9587.71}, {""month"": 30, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5217.81}, {""month"": 31, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13093.24}, {""month"": 32, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14104.25}, {""month"": 33, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 34, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 35, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}]",532,Puebla
ABF000450,BRW000450,Exportadora García,Carmen García Romero,carmen.garcía@exportadoragarcía.mx,QHUE209022IGA,114241.75,114241.75,0.2863,28.63,18,2023-09-10,paid_off,paid_off,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11148.71}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5889.62}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13158.2}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9045.2}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8004.59}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5043.07}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8853.08}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7241.47}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9266.27}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13090.65}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8505.93}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14403.03}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12028.23}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10565.21}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8476.83}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14254.6}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8965.77}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5875.89}]",659,Aguascalientes
ABF000451,BRW000451,Comercial Ramos,Diego Ramos Torres,diego.ramos@comercialramos.mx,VSJX873651MZ7,181186.99,181186.99,0.3616,36.16,24,2024-01-23,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13981.83}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13081.24}, {""month"": 3, ""status"": ""late"", ""days_late"": 1, ""amount_paid"": 14213.53}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9685.35}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9445.16}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12652.19}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9804.71}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8099.42}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7019.89}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5369.72}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6106.48}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9423.5}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12588.9}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14927.0}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5236.26}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7680.5}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14448.13}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8341.88}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9477.39}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7332.94}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8030.38}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9071.57}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8424.43}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7288.12}]",627,Querétaro
